name;frameTime;pcm_fftMag_mfcc[0];pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_fftMag_mfcc_de[0];pcm_fftMag_mfcc_de[1];pcm_fftMag_mfcc_de[2];pcm_fftMag_mfcc_de[3];pcm_fftMag_mfcc_de[4];pcm_fftMag_mfcc_de[5];pcm_fftMag_mfcc_de[6];pcm_fftMag_mfcc_de[7];pcm_fftMag_mfcc_de[8];pcm_fftMag_mfcc_de[9];pcm_fftMag_mfcc_de[10];pcm_fftMag_mfcc_de[11];pcm_fftMag_mfcc_de[12];pcm_fftMag_mfcc_de_de[0];pcm_fftMag_mfcc_de_de[1];pcm_fftMag_mfcc_de_de[2];pcm_fftMag_mfcc_de_de[3];pcm_fftMag_mfcc_de_de[4];pcm_fftMag_mfcc_de_de[5];pcm_fftMag_mfcc_de_de[6];pcm_fftMag_mfcc_de_de[7];pcm_fftMag_mfcc_de_de[8];pcm_fftMag_mfcc_de_de[9];pcm_fftMag_mfcc_de_de[10];pcm_fftMag_mfcc_de_de[11];pcm_fftMag_mfcc_de_de[12]
'unknown';0.000000;-3.192802e+00;7.577758e+00;-9.812435e+00;-8.512151e+00;-6.231061e-01;-6.823438e+00;2.253521e-02;-9.679549e+00;4.630797e+00;-8.562027e-01;4.707389e-02;-1.236385e+01;1.182230e+02;-1.612553e-01;1.727570e+00;3.452412e-01;1.271115e+00;4.880649e-01;9.157711e-01;1.527630e+00;-1.380494e+00;-4.194326e+00;-3.579050e+00;-3.773309e+00;2.850187e+00;-7.327949e-01;1.089174e-02;-2.898296e-01;7.632321e-02;-1.228883e-01;8.500853e-02;3.677844e-01;-4.675611e-01;-4.510940e-01;-3.578758e-03;8.339790e-01;1.747008e+00;-1.959633e-01;2.300857e-02
'unknown';0.010000;-3.853955e+00;1.209245e+01;-8.132868e+00;-2.581200e+00;3.335317e+00;-2.277094e+00;1.051803e+01;-1.350246e+01;-1.261213e+01;-2.017517e+01;-1.613523e+01;1.424211e+00;1.161465e+02;-4.294679e-02;1.149607e+00;4.383767e-01;1.239712e+00;1.173706e+00;2.802088e+00;1.110753e+00;-3.249202e+00;-3.700343e+00;-2.476980e+00;2.592933e-01;3.729923e+00;-7.547188e-01;1.010645e-01;-4.814162e-01;-1.316917e-02;-6.493679e-01;1.711829e-02;2.764176e-01;-8.275660e-01;9.995115e-03;6.689413e-01;1.552425e+00;2.159477e+00;-9.937205e-01;1.465583e-01
'unknown';0.020000;-3.668502e+00;1.395826e+01;-8.926013e+00;-5.122052e+00;-1.619931e-01;-4.517754e+00;2.412938e+00;-1.467056e+01;-7.719369e+00;-9.091967e+00;-1.072832e+01;-5.006938e+00;1.155973e+02;-1.659509e-01;5.674031e-01;6.802894e-01;6.723750e-01;5.702869e-01;1.811535e+00;-6.017371e-01;-2.701609e+00;-4.459211e+00;3.981066e-02;2.945431e+00;1.430503e+00;-6.067902e-01;2.286401e-02;-4.408081e-01;-9.255074e-02;-7.949206e-01;-7.575543e-02;-5.813261e-01;-1.018236e+00;8.599055e-01;1.012143e+00;1.385993e+00;1.117312e+00;-1.605272e+00;1.366606e-01
'unknown';0.030000;-3.169686e+00;1.013554e+01;-8.063763e+00;-4.008641e+00;5.014868e+00;6.034162e+00;4.381098e+00;-2.343005e+01;-7.695833e+00;-9.123221e+00;6.731236e+00;2.607316e+00;1.157623e+02;3.464150e-01;-9.942808e-02;1.118711e-01;-1.676354e+00;5.325453e-01;1.849977e+00;-1.545517e+00;-6.699603e-01;-7.171767e-01;2.373644e+00;3.664703e+00;-1.408573e+00;-6.300583e-02;2.218841e-02;-6.937917e-02;-1.013687e-01;-5.505708e-01;-4.322674e-01;-1.213687e+00;-8.669932e-01;1.779139e+00;1.248785e+00;8.714468e-01;-8.447731e-01;-1.530109e+00;3.263207e-02
'unknown';0.040000;-4.364691e+00;1.139323e+01;-6.445540e+00;-4.436555e+00;1.388553e+00;-1.921393e+00;8.231358e-02;-1.822380e+01;-2.012341e+01;-6.183124e+00;3.340996e+00;-5.802884e+00;1.153812e+02;-2.416162e-01;1.480462e-01;4.574022e-02;-1.245455e+00;4.298681e-01;-1.514804e+00;-2.235415e+00;1.629413e+00;-6.251952e-01;9.256017e-01;1.105457e-01;-2.606926e+00;-3.953484e-01;1.918308e-01;1.957858e-01;9.048982e-02;2.915157e-01;-2.118863e-01;-7.614644e-01;-1.468373e-01;1.280686e+00;1.549162e+00;-3.544552e-01;-1.319091e+00;-4.802270e-01;2.889642e-02
'unknown';0.050000;-1.773786e+00;1.287783e+01;-8.813748e+00;-1.130572e+01;5.222770e+00;5.674613e+00;3.955752e+00;-1.507564e+01;-9.995994e+00;-9.761373e+00;-4.846373e+00;-5.220681e+00;1.159395e+02;1.058279e-01;1.012390e+00;2.488077e-01;-5.542275e-01;-9.174215e-01;-1.603179e+00;-2.407375e+00;3.480980e+00;6.265755e-01;1.437359e+00;-2.547129e+00;-1.901907e+00;-6.972793e-01;1.116225e-01;7.524499e-02;3.504549e-01;1.154748e+00;-4.625941e-02;-3.919232e-01;6.868906e-01;3.362543e-01;7.746005e-01;-1.208711e+00;-4.578004e-01;3.142876e-01;7.509720e-02
'unknown';0.060000;-5.574533e+00;1.332735e+01;-8.322319e+00;-7.700786e+00;1.883396e+00;-1.191200e+01;-8.551461e+00;-1.070070e+01;-9.695265e+00;-4.144883e+00;-4.386785e+00;-1.412757e+01;1.135320e+02;9.134969e-01;9.904234e-01;1.064270e+00;1.568890e+00;2.358389e-01;-2.692095e-01;-9.049951e-01;1.626351e+00;2.614724e+00;-1.264323e+00;-5.441067e-01;-7.239649e-01;-1.451714e-01;1.319429e-01;-1.560217e-01;3.665745e-01;9.868630e-01;3.255133e-01;2.532754e-01;1.443997e+00;-7.165403e-01;7.044629e-01;-1.068013e+00;5.480442e-01;7.545878e-01;2.364867e-01
'unknown';0.070000;-2.035625e+00;1.423043e+01;-5.881335e+00;-5.147663e+00;1.803390e-01;3.013572e+00;-3.338888e+00;-9.786700e+00;-9.777026e+00;-2.955549e+00;-2.140518e+00;-2.739878e+00;1.132005e+02;3.269708e-01;-1.443917e-01;1.354880e+00;2.690215e+00;3.982628e-01;-7.324360e-01;1.223726e+00;1.012842e+00;1.535866e+00;-2.574947e+00;1.703027e+00;-7.786156e-01;1.873917e-01;-8.634959e-02;-3.641435e-01;-6.351139e-02;2.032932e-01;5.606220e-01;-2.866380e-01;1.241709e+00;-1.186431e+00;-4.850801e-02;-1.806399e-01;2.287442e-01;4.581140e-01;2.792650e-01
'unknown';0.080000;3.337136e-01;1.566904e+01;-2.590396e+00;3.288676e-01;5.088964e+00;-1.936920e+00;-7.953417e-01;-1.273652e+01;-7.159269e+00;-1.590765e+01;-7.324654e-01;-1.066311e+01;1.160248e+02;3.075269e-01;-5.367155e-02;1.325576e+00;2.066639e+00;1.399593e+00;-6.837984e-01;3.169018e+00;-7.192196e-01;2.442474e+00;-2.408312e+00;7.256886e-01;6.043676e-01;3.447495e-01;-2.812653e-01;-2.026414e-01;-3.802216e-01;-4.192815e-01;1.430597e-01;2.585111e-02;4.319163e-01;-9.228651e-01;-7.111849e-01;1.055349e+00;-8.702022e-01;2.444189e-01;-1.765823e-03
'unknown';0.090000;-3.093055e+00;1.098502e+01;-4.905308e+00;-1.869473e+00;5.611300e+00;-2.975106e+00;6.196322e+00;-8.993524e+00;-3.584660e+00;-1.675472e+01;1.841605e+00;-1.084599e+01;1.156301e+02;-2.293508e-02;-2.862802e-01;-1.994023e-01;2.133637e-01;1.303812e+00;-2.829074e+00;1.764165e+00;-1.278391e+00;4.701604e-01;1.106154e+00;-2.038306e+00;-2.755036e-01;4.540855e-01;-5.965987e-02;2.222072e-03;-5.538523e-01;-5.436171e-01;-6.969310e-02;6.583877e-01;-4.557767e-01;-5.281292e-01;-1.022794e+00;9.484040e-01;-1.101198e+00;-3.655352e-02;-5.441391e-02
