,peak width,peak height,z-normalized peak width,z-normalized peak height
0,14.0,0.0020000000000000295,-0.4957885023043949,-0.46505476463497303
1,14.0,0.0020000000000000295,-0.4957885023043949,-0.46505476463497303
2,14.0,0.0020000000000000295,-0.4957885023043949,-0.46505476463497303
3,14.0,0.0020000000000000295,-0.4957885023043949,-0.46505476463497303
4,14.0,0.0020000000000000295,-0.4957885023043949,-0.46505476463497303
5,14.0,0.0020000000000000295,-0.4957885023043949,-0.46505476463497303
6,14.0,0.0020000000000000295,-0.4957885023043949,-0.46505476463497303
7,14.0,0.0020000000000000295,-0.4957885023043949,-0.46505476463497303
8,14.0,0.0020000000000000295,-0.4957885023043949,-0.46505476463497303
9,11.0,0.0020000000000000295,-0.9917987470804657,-0.46505476463497303
10,11.0,0.0020000000000000295,-0.9917987470804657,-0.46505476463497303
11,17.0,0.0010000000000000564,0.00022174247167578483,-0.5954032116760604
12,17.0,0.0010000000000000564,0.00022174247167578483,-0.5954032116760604
13,17.0,0.0010000000000000564,0.00022174247167578483,-0.5954032116760604
14,24.0,0.0010000000000000286,1.1575789802825074,-0.5954032116760639
15,24.0,0.0010000000000000286,1.1575789802825074,-0.5954032116760639
16,24.0,0.0010000000000000286,1.1575789802825074,-0.5954032116760639
17,24.0,0.0010000000000000286,1.1575789802825074,-0.5954032116760639
18,24.0,0.0010000000000000286,1.1575789802825074,-0.5954032116760639
19,22.0,0.01200000000000001,0.826905483765127,0.8384297057759329
20,22.0,0.01200000000000001,0.826905483765127,0.8384297057759329
21,22.0,0.01200000000000001,0.826905483765127,0.8384297057759329
22,22.0,0.01200000000000001,0.826905483765127,0.8384297057759329
23,22.0,0.01200000000000001,0.826905483765127,0.8384297057759329
24,22.0,0.01200000000000001,0.826905483765127,0.8384297057759329
25,22.0,0.01200000000000001,0.826905483765127,0.8384297057759329
26,22.0,0.01200000000000001,0.826905483765127,0.8384297057759329
27,21.0,0.0009999999999999176,0.6615687355064368,-0.5954032116760785
28,21.0,0.0009999999999999176,0.6615687355064368,-0.5954032116760785
29,21.0,0.0009999999999999176,0.6615687355064368,-0.5954032116760785
30,21.0,0.0009999999999999176,0.6615687355064368,-0.5954032116760785
31,21.0,0.0009999999999999176,0.6615687355064368,-0.5954032116760785
32,21.0,0.0009999999999999176,0.6615687355064368,-0.5954032116760785
33,21.0,0.0009999999999999176,0.6615687355064368,-0.5954032116760785
34,21.0,0.0009999999999999176,0.6615687355064368,-0.5954032116760785
35,21.0,0.0009999999999999176,0.6615687355064368,-0.5954032116760785
36,21.0,0.0009999999999999176,0.6615687355064368,-0.5954032116760785
37,21.0,0.003000000000000086,0.6615687355064368,-0.3347063175938748
38,21.0,0.003000000000000086,0.6615687355064368,-0.3347063175938748
39,21.0,0.003000000000000086,0.6615687355064368,-0.3347063175938748
40,29.0,0.014000000000000151,1.9842627215759587,1.0991265998581328
41,29.0,0.014000000000000151,1.9842627215759587,1.0991265998581328
42,29.0,0.014000000000000151,1.9842627215759587,1.0991265998581328
43,29.0,0.014000000000000151,1.9842627215759587,1.0991265998581328
44,29.0,0.014000000000000151,1.9842627215759587,1.0991265998581328
45,29.0,0.014000000000000151,1.9842627215759587,1.0991265998581328
46,29.0,0.014000000000000151,1.9842627215759587,1.0991265998581328
47,29.0,0.008999999999999897,1.9842627215759587,0.4473843646526455
48,29.0,0.008999999999999897,1.9842627215759587,0.4473843646526455
49,29.0,0.008999999999999897,1.9842627215759587,0.4473843646526455
50,29.0,0.008999999999999897,1.9842627215759587,0.4473843646526455
51,29.0,0.008999999999999897,1.9842627215759587,0.4473843646526455
52,29.0,0.008999999999999897,1.9842627215759587,0.4473843646526455
53,29.0,0.008999999999999897,1.9842627215759587,0.4473843646526455
54,29.0,0.008999999999999897,1.9842627215759587,0.4473843646526455
55,29.0,0.008999999999999897,1.9842627215759587,0.4473843646526455
56,29.0,0.008999999999999897,1.9842627215759587,0.4473843646526455
57,26.0,0.004999999999999949,1.488252476799888,-0.07400942351171103
58,26.0,0.004999999999999949,1.488252476799888,-0.07400942351171103
59,26.0,0.004999999999999949,1.488252476799888,-0.07400942351171103
60,26.0,0.004999999999999949,1.488252476799888,-0.07400942351171103
61,26.0,0.004999999999999949,1.488252476799888,-0.07400942351171103
62,26.0,0.004999999999999949,1.488252476799888,-0.07400942351171103
63,26.0,0.004999999999999949,1.488252476799888,-0.07400942351171103
64,26.0,0.004999999999999949,1.488252476799888,-0.07400942351171103
65,26.0,0.004999999999999949,1.488252476799888,-0.07400942351171103
66,26.0,0.004999999999999949,1.488252476799888,-0.07400942351171103
67,26.0,0.004999999999999949,1.488252476799888,-0.07400942351171103
68,33.0,0.006000000000000144,2.64560971461072,0.05633902352940525
69,33.0,0.006000000000000144,2.64560971461072,0.05633902352940525
70,33.0,0.006000000000000144,2.64560971461072,0.05633902352940525
71,33.0,0.006000000000000144,2.64560971461072,0.05633902352940525
72,33.0,0.006000000000000144,2.64560971461072,0.05633902352940525
73,33.0,0.006000000000000144,2.64560971461072,0.05633902352940525
74,33.0,0.006000000000000144,2.64560971461072,0.05633902352940525
75,34.0,0.02400000000000009,2.81094646286941,2.402611070269033
76,34.0,0.02400000000000009,2.81094646286941,2.402611070269033
77,34.0,0.02400000000000009,2.81094646286941,2.402611070269033
78,34.0,0.02400000000000009,2.81094646286941,2.402611070269033
79,34.0,0.02400000000000009,2.81094646286941,2.402611070269033
80,34.0,0.02400000000000009,2.81094646286941,2.402611070269033
81,34.0,0.02400000000000009,2.81094646286941,2.402611070269033
