,peak width,peak height,z-normalized peak width,z-normalized peak height
0,12.0,0.001000000000000112,-0.8264619988217754,-0.5954032116760531
1,12.0,0.001000000000000112,-0.8264619988217754,-0.5954032116760531
2,12.0,0.001000000000000112,-0.8264619988217754,-0.5954032116760531
3,12.0,0.001000000000000112,-0.8264619988217754,-0.5954032116760531
4,12.0,0.001000000000000112,-0.8264619988217754,-0.5954032116760531
5,14.0,2.7755575615628914e-17,-0.4957885023043949,-0.7257516587171549
6,14.0,2.7755575615628914e-17,-0.4957885023043949,-0.7257516587171549
7,14.0,2.7755575615628914e-17,-0.4957885023043949,-0.7257516587171549
8,14.0,2.7755575615628914e-17,-0.4957885023043949,-0.7257516587171549
9,14.0,2.7755575615628914e-17,-0.4957885023043949,-0.7257516587171549
10,19.0,0.0019999999999999046,0.33089523898905626,-0.4650547646349893
11,19.0,0.0019999999999999046,0.33089523898905626,-0.4650547646349893
12,20.0,0.0009999999999999315,0.49623198724774653,-0.5954032116760766
13,20.0,0.0009999999999999315,0.49623198724774653,-0.5954032116760766
14,20.0,0.0009999999999999315,0.49623198724774653,-0.5954032116760766
15,20.0,0.0009999999999999315,0.49623198724774653,-0.5954032116760766
16,20.0,0.0009999999999999315,0.49623198724774653,-0.5954032116760766
17,20.0,0.0009999999999999315,0.49623198724774653,-0.5954032116760766
18,29.0,1.3877787807814457e-17,1.9842627215759587,-0.7257516587171567
19,29.0,1.3877787807814457e-17,1.9842627215759587,-0.7257516587171567
20,29.0,1.3877787807814457e-17,1.9842627215759587,-0.7257516587171567
21,29.0,1.3877787807814457e-17,1.9842627215759587,-0.7257516587171567
22,29.0,1.3877787807814457e-17,1.9842627215759587,-0.7257516587171567
23,29.0,1.3877787807814457e-17,1.9842627215759587,-0.7257516587171567
24,29.0,1.3877787807814457e-17,1.9842627215759587,-0.7257516587171567
25,29.0,1.3877787807814457e-17,1.9842627215759587,-0.7257516587171567
26,29.0,1.3877787807814457e-17,1.9842627215759587,-0.7257516587171567
27,29.0,1.3877787807814457e-17,1.9842627215759587,-0.7257516587171567
28,22.0,0.0009999999999999454,0.826905483765127,-0.5954032116760748
29,22.0,0.0009999999999999454,0.826905483765127,-0.5954032116760748
30,22.0,0.0009999999999999454,0.826905483765127,-0.5954032116760748
31,21.0,0.000999999999999876,0.6615687355064368,-0.5954032116760839
32,21.0,0.000999999999999876,0.6615687355064368,-0.5954032116760839
33,21.0,0.000999999999999876,0.6615687355064368,-0.5954032116760839
34,21.0,0.000999999999999876,0.6615687355064368,-0.5954032116760839
35,21.0,0.000999999999999876,0.6615687355064368,-0.5954032116760839
36,21.0,0.000999999999999876,0.6615687355064368,-0.5954032116760839
37,21.0,0.000999999999999876,0.6615687355064368,-0.5954032116760839
38,21.0,0.000999999999999876,0.6615687355064368,-0.5954032116760839
39,21.0,0.000999999999999876,0.6615687355064368,-0.5954032116760839
40,21.0,0.000999999999999876,0.6615687355064368,-0.5954032116760839
41,21.0,0.000999999999999876,0.6615687355064368,-0.5954032116760839
42,21.0,0.000999999999999876,0.6615687355064368,-0.5954032116760839
43,21.0,0.000999999999999876,0.6615687355064368,-0.5954032116760839
44,21.0,0.000999999999999876,0.6615687355064368,-0.5954032116760839
45,21.0,0.000999999999999876,0.6615687355064368,-0.5954032116760839
46,8.0,0.000999999999999876,-1.4878089918565365,-0.5954032116760839
47,8.0,0.000999999999999876,-1.4878089918565365,-0.5954032116760839
48,8.0,0.000999999999999876,-1.4878089918565365,-0.5954032116760839
49,6.0,0.0009999999999999731,-1.8184824883739168,-0.5954032116760712
50,6.0,0.0009999999999999731,-1.8184824883739168,-0.5954032116760712
51,5.0,0.000999999999999987,-1.983819236632607,-0.5954032116760694
52,5.0,0.000999999999999987,-1.983819236632607,-0.5954032116760694
53,4.0,0.000999999999999987,-2.1491559848912973,-0.5954032116760694
54,4.0,0.000999999999999987,-2.1491559848912973,-0.5954032116760694
55,4.0,0.000999999999999987,-2.1491559848912973,-0.5954032116760694
56,5.0,0.0010000000000000703,-1.983819236632607,-0.5954032116760586
57,7.0,0.0010000000000000842,-1.6531457401152265,-0.5954032116760567
58,10.0,5.551115123125783e-17,-1.157135495339156,-0.7257516587171513
59,10.0,5.551115123125783e-17,-1.157135495339156,-0.7257516587171513
60,9.0,6.938893903907228e-17,-1.3224722435978462,-0.7257516587171495
61,9.0,6.938893903907228e-17,-1.3224722435978462,-0.7257516587171495
62,9.0,6.938893903907228e-17,-1.3224722435978462,-0.7257516587171495
63,9.0,1.3877787807814457e-17,-1.3224722435978462,-0.7257516587171567
64,9.0,1.3877787807814457e-17,-1.3224722435978462,-0.7257516587171567
65,9.0,1.3877787807814457e-17,-1.3224722435978462,-0.7257516587171567
66,9.0,1.3877787807814457e-17,-1.3224722435978462,-0.7257516587171567
67,14.0,1.3877787807814457e-17,-0.4957885023043949,-0.7257516587171567
68,18.0,8.326672684688674e-17,0.16555849073036602,-0.7257516587171476
69,18.0,8.326672684688674e-17,0.16555849073036602,-0.7257516587171476
70,18.0,8.326672684688674e-17,0.16555849073036602,-0.7257516587171476
71,17.0,6.938893903907228e-17,0.00022174247167578483,-0.7257516587171495
72,17.0,6.938893903907228e-17,0.00022174247167578483,-0.7257516587171495
73,17.0,6.938893903907228e-17,0.00022174247167578483,-0.7257516587171495
74,17.0,6.938893903907228e-17,0.00022174247167578483,-0.7257516587171495
75,17.0,6.938893903907228e-17,0.00022174247167578483,-0.7257516587171495
76,17.0,6.938893903907228e-17,0.00022174247167578483,-0.7257516587171495
