0.000000,-5.076321e-01
0.010000,-6.303212e-01
0.020000,-7.035918e-01
0.030000,-7.405448e-01
0.040000,-7.596041e-01
0.050000,-7.270663e-01
0.060000,-6.092895e-01
0.070000,-5.137760e-01
0.080000,-4.945146e-01
0.090000,-5.024202e-01
0.100000,-5.605255e-01
0.110000,-5.944918e-01
0.120000,-6.014463e-01
0.130000,-6.286747e-01
0.140000,-6.502554e-01
0.150000,-6.621888e-01
0.160000,-7.043956e-01
0.170000,-6.989636e-01
0.180000,-6.108276e-01
0.190000,-5.338731e-01
0.200000,-4.336535e-01
0.210000,-4.145786e-01
0.220000,-4.276909e-01
0.230000,-4.409803e-01
0.240000,-4.581318e-01
0.250000,-3.686863e-01
0.260000,-1.628281e-01
0.270000,3.285932e-01
0.280000,5.729934e-01
0.290000,6.280120e-01
0.300000,6.839615e-01
0.310000,7.283588e-01
0.320000,7.561625e-01
0.330000,7.736439e-01
0.340000,7.634378e-01
0.350000,6.918553e-01
0.360000,6.391622e-01
0.370000,5.990636e-01
0.380000,5.339198e-01
0.390000,4.185957e-01
0.400000,3.158846e-01
0.410000,2.583246e-01
0.420000,2.314801e-01
0.430000,1.927634e-01
0.440000,1.105908e-01
0.450000,-1.821950e-03
0.460000,-1.259224e-01
0.470000,-2.263853e-01
0.480000,-2.861919e-01
0.490000,-2.999073e-01
0.500000,-2.932195e-01
0.510000,-2.960630e-01
0.520000,-3.044637e-01
0.530000,-3.209128e-01
0.540000,-3.385396e-01
0.550000,-3.573213e-01
0.560000,-3.180695e-01
0.570000,-2.011293e-01
0.580000,-2.919997e-02
0.590000,1.625584e-01
0.600000,3.772382e-01
0.610000,5.867972e-01
0.620000,7.562528e-01
0.630000,8.785275e-01
0.640000,8.322235e-01
0.650000,7.810498e-01
0.660000,7.770368e-01
0.670000,8.461922e-01
0.680000,8.710604e-01
0.690000,8.372571e-01
0.700000,8.789377e-01
0.710000,9.434637e-01
0.720000,9.890277e-01
0.730000,9.498784e-01
0.740000,9.281669e-01
0.750000,8.970344e-01
0.760000,8.477108e-01
0.770000,9.231096e-01
0.780000,1.014659e+00
0.790000,1.050422e+00
0.800000,1.064052e+00
0.810000,1.038977e+00
0.820000,1.066017e+00
0.830000,1.085149e+00
0.840000,1.123815e+00
0.850000,1.116713e+00
0.860000,1.090300e+00
0.870000,9.892310e-01
0.880000,9.072111e-01
0.890000,8.891909e-01
0.900000,8.041956e-01
0.910000,7.161458e-01
0.920000,6.494812e-01
0.930000,7.067175e-01
0.940000,7.759969e-01
0.950000,7.091734e-01
0.960000,6.420009e-01
0.970000,6.906345e-01
0.980000,8.421516e-01
0.990000,9.596120e-01
1.000000,1.030686e+00
1.010000,1.088282e+00
1.020000,1.069250e+00
1.030000,9.548969e-01
1.040000,9.443146e-01
1.050000,9.763768e-01
1.060000,1.013475e+00
1.070000,1.057759e+00
1.080000,1.042189e+00
1.090000,1.010768e+00
1.100000,1.035176e+00
1.110000,1.145396e+00
1.120000,1.261662e+00
1.130000,1.318829e+00
1.140000,1.242400e+00
1.150000,1.172994e+00
1.160000,1.150363e+00
1.170000,1.145281e+00
1.180000,1.153465e+00
1.190000,1.143756e+00
1.200000,1.159981e+00
1.210000,1.209522e+00
1.220000,1.228235e+00
1.230000,1.217612e+00
1.240000,1.227874e+00
1.250000,1.220517e+00
1.260000,1.186748e+00
1.270000,1.119371e+00
1.280000,1.067774e+00
1.290000,1.016923e+00
1.300000,9.734168e-01
1.310000,9.512322e-01
1.320000,1.014791e+00
1.330000,1.082907e+00
1.340000,1.087714e+00
1.350000,1.099463e+00
1.360000,1.132165e+00
1.370000,1.095385e+00
1.380000,1.035288e+00
1.390000,1.025019e+00
1.400000,1.072742e+00
1.410000,1.083009e+00
1.420000,1.046094e+00
1.430000,1.000276e+00
1.440000,9.747275e-01
1.450000,9.947900e-01
1.460000,1.028092e+00
1.470000,1.051298e+00
1.480000,1.017821e+00
1.490000,9.977173e-01
1.500000,9.371492e-01
1.510000,9.576617e-01
1.520000,9.814572e-01
1.530000,1.019636e+00
1.540000,1.101797e+00
1.550000,1.132106e+00
1.560000,1.144425e+00
1.570000,1.110401e+00
1.580000,1.030953e+00
1.590000,1.088517e+00
1.600000,1.096686e+00
1.610000,1.135351e+00
1.620000,1.086243e+00
1.630000,9.901105e-01
1.640000,8.572007e-01
1.650000,7.707857e-01
1.660000,8.238806e-01
1.670000,9.635146e-01
1.680000,1.077445e+00
1.690000,1.113767e+00
1.700000,1.068497e+00
1.710000,1.019983e+00
1.720000,9.930100e-01
1.730000,9.995477e-01
1.740000,1.016552e+00
1.750000,1.013849e+00
1.760000,9.893223e-01
1.770000,9.638772e-01
1.780000,9.620788e-01
1.790000,9.606245e-01
1.800000,9.500231e-01
1.810000,9.343883e-01
1.820000,9.146161e-01
1.830000,8.954384e-01
1.840000,8.892161e-01
1.850000,8.834053e-01
1.860000,8.670818e-01
1.870000,8.324156e-01
1.880000,7.705489e-01
1.890000,7.300860e-01
1.900000,7.308223e-01
1.910000,7.369682e-01
1.920000,7.383594e-01
1.930000,7.273003e-01
1.940000,7.110625e-01
1.950000,7.494094e-01
1.960000,8.217658e-01
1.970000,8.341870e-01
1.980000,8.315518e-01
1.990000,8.514267e-01
2.000000,8.696826e-01
2.010000,9.118634e-01
2.020000,9.450617e-01
2.030000,9.478053e-01
2.040000,8.886280e-01
2.050000,8.010997e-01
2.060000,7.434406e-01
2.070000,6.995740e-01
2.080000,6.594641e-01
2.090000,5.967883e-01
2.100000,5.471336e-01
2.110000,4.900311e-01
2.120000,4.072305e-01
2.130000,2.898655e-01
2.140000,1.558722e-01
2.150000,5.638263e-02
2.160000,3.214686e-02
2.170000,8.296964e-02
2.180000,1.620800e-01
2.190000,1.789005e-01
2.200000,1.088480e-01
2.210000,6.085233e-02
2.220000,3.689977e-02
2.230000,-1.447125e-02
2.240000,-5.704053e-02
2.250000,-7.389136e-02
2.260000,-9.551285e-02
2.270000,-1.127457e-01
2.280000,-1.001264e-01
2.290000,-9.119254e-02
2.300000,-1.033315e-01
2.310000,-1.590800e-01
2.320000,-2.046533e-01
2.330000,-2.148726e-01
2.340000,-1.839688e-01
2.350000,-4.248835e-03
2.360000,3.149974e-01
2.370000,6.443885e-01
2.380000,7.741427e-01
2.390000,7.943557e-01
2.400000,8.002124e-01
2.410000,7.904326e-01
2.420000,7.919104e-01
2.430000,7.793802e-01
2.440000,7.280162e-01
2.450000,6.548184e-01
2.460000,5.901753e-01
2.470000,5.074958e-01
2.480000,4.628149e-01
2.490000,4.269617e-01
2.500000,3.995994e-01
2.510000,3.573723e-01
2.520000,3.091331e-01
2.530000,2.334442e-01
2.540000,1.603394e-01
2.550000,1.129552e-01
2.560000,5.604169e-02
2.570000,1.266349e-02
2.580000,1.013719e-02
2.590000,5.829713e-02
2.600000,9.388758e-02
2.610000,8.431941e-02
2.620000,4.373723e-02
2.630000,5.481544e-02
2.640000,8.137725e-02
2.650000,1.093655e-01
2.660000,1.283606e-01
2.670000,1.383921e-01
2.680000,1.102831e-01
2.690000,8.926494e-02
2.700000,8.048593e-02
2.710000,7.416528e-02
2.720000,9.658489e-02
2.730000,1.306199e-01
2.740000,1.707003e-01
2.750000,1.660431e-01
2.760000,1.464908e-01
2.770000,1.377102e-01
2.780000,1.735929e-01
2.790000,1.885775e-01
2.800000,2.350079e-01
2.810000,2.605305e-01
2.820000,2.776875e-01
2.830000,2.766397e-01
2.840000,3.162679e-01
2.850000,3.935997e-01
2.860000,4.567156e-01
2.870000,4.627126e-01
2.880000,5.144371e-01
2.890000,7.153081e-01
2.900000,9.692522e-01
2.910000,1.135748e+00
2.920000,1.224782e+00
2.930000,1.233730e+00
2.940000,1.166289e+00
2.950000,1.139130e+00
2.960000,1.118349e+00
2.970000,1.110231e+00
2.980000,1.071926e+00
2.990000,1.051497e+00
3.000000,1.099424e+00
3.010000,1.156171e+00
3.020000,1.184243e+00
3.030000,1.164374e+00
3.040000,1.129672e+00
3.050000,1.070039e+00
3.060000,1.009209e+00
3.070000,7.775704e-01
3.080000,6.097234e-01
3.090000,5.883140e-01
3.100000,6.734999e-01
3.110000,9.676293e-01
3.120000,9.790814e-01
3.130000,9.174830e-01
3.140000,8.411994e-01
3.150000,8.689479e-01
3.160000,8.700252e-01
