name;frameTime;pcm_fftMag_mfcc[0];pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_fftMag_mfcc_de[0];pcm_fftMag_mfcc_de[1];pcm_fftMag_mfcc_de[2];pcm_fftMag_mfcc_de[3];pcm_fftMag_mfcc_de[4];pcm_fftMag_mfcc_de[5];pcm_fftMag_mfcc_de[6];pcm_fftMag_mfcc_de[7];pcm_fftMag_mfcc_de[8];pcm_fftMag_mfcc_de[9];pcm_fftMag_mfcc_de[10];pcm_fftMag_mfcc_de[11];pcm_fftMag_mfcc_de[12];pcm_fftMag_mfcc_de_de[0];pcm_fftMag_mfcc_de_de[1];pcm_fftMag_mfcc_de_de[2];pcm_fftMag_mfcc_de_de[3];pcm_fftMag_mfcc_de_de[4];pcm_fftMag_mfcc_de_de[5];pcm_fftMag_mfcc_de_de[6];pcm_fftMag_mfcc_de_de[7];pcm_fftMag_mfcc_de_de[8];pcm_fftMag_mfcc_de_de[9];pcm_fftMag_mfcc_de_de[10];pcm_fftMag_mfcc_de_de[11];pcm_fftMag_mfcc_de_de[12]
'unknown';0.000000;-9.317096e-01;1.134589e+01;-2.579399e+00;-5.451807e+00;-1.440297e+01;8.838296e-01;7.284001e+00;-9.765391e+00;-1.517294e+01;-1.323632e+01;4.330986e+00;-5.467454e+00;1.168062e+02;-6.878998e-01;4.317837e-02;-1.554917e+00;6.108040e-01;3.338914e+00;-6.070234e-02;-4.532013e-01;7.294749e-01;4.303357e+00;3.434563e-02;-9.890543e-01;3.196936e-01;5.222549e-02;4.359818e-02;2.178629e-01;1.308332e-01;-5.203746e-01;-1.102047e-02;4.015949e-01;5.148180e-01;3.282785e-01;-1.455299e+00;1.295463e-01;6.068501e-01;-2.057646e-01;-1.126794e-01
'unknown';0.010000;-3.294346e+00;1.128428e+01;-7.818164e+00;-3.057338e+00;-5.561299e-01;1.029218e+00;3.776463e+00;-1.225585e+01;-6.972723e+00;-1.337117e+01;-2.196593e+00;-7.289883e+00;1.170073e+02;-7.665719e-01;5.145954e-01;-1.193401e+00;1.092383e-01;3.180934e+00;4.234585e-01;4.596433e-01;1.276551e+00;4.212267e-01;-7.611251e-01;1.583746e-01;1.642072e-01;-2.373543e-01;2.860194e-01;2.876142e-01;4.835036e-01;-8.859924e-01;-6.547242e-01;3.085000e-01;9.610260e-02;1.108058e-01;-2.018257e+00;2.355427e-01;5.468219e-01;-5.780066e-01;-8.159492e-02
'unknown';0.020000;-3.189891e+00;1.159259e+01;-7.734603e+00;-3.595022e+00;-4.631825e+00;5.076239e-01;6.771763e+00;-4.872785e+00;2.243741e+00;-1.299716e+01;2.649504e+00;-2.957772e+00;1.169668e+02;-4.305729e-01;8.967842e-01;-1.081510e+00;-1.740286e+00;3.362802e+00;1.705192e+00;1.664467e+00;2.097330e+00;-1.032070e+00;1.079812e+00;1.471482e+00;-6.313862e-01;-3.663818e-01;4.910848e-01;2.464455e-01;7.003857e-01;-5.883175e-01;-9.368768e-01;-1.720220e-01;-1.016578e+00;-8.792889e-01;-1.335901e+00;-4.201709e-02;-3.227528e-01;-5.500946e-01;7.691117e-02
'unknown';0.030000;-3.635479e+00;1.379552e+01;-5.968802e+00;-5.834008e+00;-3.383878e+00;3.189225e+00;9.838336e+00;-5.828939e+00;-2.177514e+01;-1.716152e+01;5.963600e+00;-5.901259e+00;1.155392e+02;6.135335e-01;1.054446e+00;6.258968e-01;-2.643613e+00;5.334911e-02;5.988504e-01;-1.031522e+00;5.995765e-01;-3.120215e+00;6.893260e-01;5.147870e-01;-2.094800e+00;-1.464455e-01;4.512958e-01;-2.083623e-03;6.235741e-01;5.390882e-02;-1.141874e+00;-9.848385e-01;-1.966495e+00;-1.468991e+00;9.799992e-01;-2.594424e-01;-1.232199e+00;-6.168551e-02;2.287093e-01
'unknown';0.040000;-2.914007e+00;1.457419e+01;-8.911628e+00;-1.276490e+01;3.824909e+00;8.329785e+00;1.257540e+01;-2.492201e+00;-1.293208e+01;-5.942080e+00;7.608297e+00;-9.318697e+00;1.157084e+02;1.077471e+00;1.005481e+00;1.037362e+00;-9.543580e-01;2.183229e-01;-1.008508e+00;-4.790507e+00;-3.328482e+00;-6.054271e-01;-9.009654e-01;-2.781024e+00;-1.301276e+00;3.913269e-01;4.190585e-02;-2.498993e-01;4.576437e-01;1.003037e+00;-4.510815e-01;-1.060972e+00;-1.553572e+00;-1.042342e+00;1.889582e+00;-5.750082e-01;-1.194377e+00;6.645693e-01;1.562138e-01
'unknown';0.050000;-3.646197e-01;1.506571e+01;-4.100168e+00;-1.169046e+01;-4.517751e+00;1.123887e-01;-4.282964e+00;-1.044826e+01;-1.498589e+01;-1.345208e+01;-2.102055e+00;-1.458342e+01;1.169043e+02;7.358848e-01;4.498291e-01;8.650335e-01;-1.418152e-02;-9.561957e-01;-3.143884e+00;-6.145345e+00;-3.355499e+00;5.107901e+00;-1.067948e+00;-3.876366e+00;1.907246e-01;5.273377e-01;-3.114612e-01;-4.368840e-01;-1.599666e-01;1.161653e+00;8.865232e-01;-9.375217e-02;6.896088e-01;2.710244e-01;1.014433e+00;4.423829e-01;3.390206e-01;1.178253e+00;-1.279404e-02
'unknown';0.060000;5.620373e-01;1.598489e+01;-3.482108e+00;-5.438584e+00;-2.973274e+00;-2.996498e+00;-1.012012e+01;-1.920554e+01;-4.178020e+00;-1.935671e+01;-7.222791e+00;-5.123073e+00;1.182409e+02;-2.822193e-01;-5.040369e-02;1.087140e+00;1.960181e+00;1.612167e+00;-1.728301e+00;-3.546482e+00;-1.136841e+00;4.301780e+00;-9.165915e-01;-2.304829e+00;1.548698e+00;7.779541e-02;-2.978783e-01;-4.417992e-01;-5.801136e-01;3.527661e-01;9.453093e-01;8.466910e-01;2.494647e+00;1.423357e+00;-1.101488e+00;1.213865e+00;1.653906e+00;7.587122e-01;-1.736429e-01
'unknown';0.070000;-1.694077e+00;1.533931e+01;-4.358395e+00;-9.568074e+00;-4.765765e+00;-6.867054e+00;-9.540629e+00;-1.424977e+01;-6.126692e-01;-1.579395e+01;-6.002685e+00;-7.045449e+00;1.169096e+02;-2.639272e-01;-6.020317e-01;-1.988249e-01;1.707382e+00;3.789043e+00;4.899862e-01;1.794509e+00;8.588778e-01;-5.016527e-01;2.909053e+00;1.971792e+00;2.371480e+00;-5.364990e-02;-1.892949e-01;-3.870737e-01;-6.949759e-01;-3.834462e-01;-1.247536e-01;9.142739e-01;2.389445e+00;9.966176e-01;-2.065820e+00;6.586502e-01;1.284946e+00;1.646025e-01;-1.948010e-01
'unknown';0.080000;-3.660375e+00;1.418537e+01;-3.346813e+00;-4.025189e+00;1.200975e+01;3.177999e+00;-2.528182e+00;-6.275655e+00;1.390209e+00;-9.354106e+00;-1.965531e+00;-5.344191e+00;1.160947e+02;8.798615e-02;-6.775849e-01;-1.331277e+00;-5.130897e-02;2.572250e+00;1.408012e+00;3.712798e+00;1.681114e+00;-3.308091e+00;3.179859e+00;2.564429e+00;1.401907e+00;-1.863937e-01;-2.779593e-02;-2.116198e-01;-4.485810e-01;-9.631978e-01;-1.718835e+00;-2.230681e-01;5.862206e-01;-3.130239e-01;-1.196404e+00;-5.202176e-01;-1.814853e-01;-3.457728e-01;-1.273536e-01
'unknown';0.090000;4.269504e-01;1.295531e+01;-5.161940e+00;-3.860251e+00;6.935956e+00;-5.249291e-01;8.936109e-01;-1.261882e+01;-2.027827e+01;-3.908115e+00;5.128274e+00;-2.615460e+00;1.177091e+02;-3.956925e-01;-1.171949e+00;-1.400637e+00;-9.256672e-01;-2.060005e+00;-1.406717e-01;2.172240e+00;2.186110e-01;-1.416264e+00;1.770777e-01;1.137375e-01;1.087133e+00;-3.145729e-01;2.520704e-03;1.618692e-01;2.639659e-01;-3.119528e-01;-1.508548e+00;-4.563533e-01;-1.120866e+00;-6.934837e-01;7.498916e-01;-1.343214e+00;-1.156204e+00;-8.636235e-01;-7.582535e-02
